
Sales Person,Geography,Product,Date,Amount,Boxes,
Brien Boise,Australia,Smooth Sliky Salty,11/03/2021,"$7,154 ",17,
Curtice Advani,India,70% Dark Bites,11/03/2021,"$9,821 ",169,
Beverie Moffet,Canada,Baker's Choco Chips,11/03/2021,"$4,298 ",337,
Wilone O'Kielt,New Zealand,Baker's Choco Chips,11/03/2021,$364 ,327,
Ches Bonnell,Canada,70% Dark Bites,11/03/2021,"$14,126 ",71,
Rafaelita Blaksland,Canada,70% Dark Bites,11/03/2021,"$1,085 ",35,
Jehu Rudeforth,Australia,99% Dark & Pure,11/03/2021,"$4,172 ",167,
Dennison Crosswaite,Australia,Choco Coated Almonds,11/03/2021,"$11,935 ",478,
Husein Augar,New Zealand,Mint Chip Choco,11/03/2021,"$10,913 ",455,
Ches Bonnell,India,Eclairs,11/03/2021,"$8,792 ",284,
Andria Kimpton,UK,Organic Choco Syrup,11/03/2021,"$2,317 ",78,
Rafaelita Blaksland,India,Orange Choco,12/03/2021,"$11,991 ",201,
Marney O'Breen,New Zealand,50% Dark Bites,12/03/2021,"$4,907 ",161,
Ches Bonnell,UK,Caramel Stuffed Bars,12/03/2021,"$2,968 ",135,
Marney O'Breen,New Zealand,Orange Choco,12/03/2021,"$2,156 ",114,
Oby Sorrel,USA,Peanut Butter Cubes,12/03/2021,"$6,139 ",92,
Andria Kimpton,UK,Organic Choco Syrup,12/03/2021,"$5,012 ",402,
Barr Faughny,UK,Fruit & Nut Bars,12/03/2021,"$8,820 ",148,
Gigi Bohling,India,50% Dark Bites,12/03/2021,$322 ,606,
Andria Kimpton,UK,Smooth Sliky Salty,12/03/2021,"$2,891 ",64,
Gigi Bohling,India,Eclairs,12/03/2021,"$2,933 ",533,
Brien Boise,USA,Mint Chip Choco,12/03/2021,"$4,935 ",140,
Dotty Strutley,Canada,Caramel Stuffed Bars,12/03/2021,"$4,060 ",52,
Gunar Cockshoot,UK,99% Dark & Pure,12/03/2021,"$7,742 ",134,
Husein Augar,India,Eclairs,12/03/2021,"$6,202 ",509,
Husein Augar,Canada,Spicy Special Slims,12/03/2021,"$1,330 ",37,
Rafaelita Blaksland,USA,Orange Choco,12/03/2021,$126 ,691,
Husein Augar,USA,Raspberry Choco,12/03/2021,"$2,345 ",239,
Jan Morforth,New Zealand,Smooth Sliky Salty,12/03/2021,"$12,222 ",120,
Karlen McCaffrey,Australia,70% Dark Bites,12/03/2021,"$4,571 ",700,
Dotty Strutley,UK,After Nines,12/03/2021,"$7,749 ",690,
Rafaelita Blaksland,USA,Peanut Butter Cubes,12/03/2021,"$7,917 ",286,
Oby Sorrel,Australia,Caramel Stuffed Bars,12/03/2021,$938 ,85,
Beverie Moffet,USA,99% Dark & Pure,12/03/2021,"$2,520 ",294,
Barr Faughny,New Zealand,After Nines,12/03/2021,"$4,585 ",770,
Wilone O'Kielt,UK,99% Dark & Pure,12/03/2021,$518 ,7,
Roddy Speechley,UK,Caramel Stuffed Bars,12/03/2021,"$8,001 ",321,
Karlen McCaffrey,UK,Eclairs,12/03/2021,"$8,967 ",310,
Camilla Castle,UK,Manuka Honey Choco,12/03/2021,"$3,598 ",212,
Andria Kimpton,Australia,White Choc,12/03/2021,"$2,779 ",214,
Barr Faughny,UK,Eclairs,12/03/2021,"$1,498 ",58,
Kaine Padly,USA,Caramel Stuffed Bars,12/03/2021,"$4,767 ",281,
Kaine Padly,New Zealand,50% Dark Bites,12/03/2021,"$9,898 ",330,
Wilone O'Kielt,India,Drinking Coco,12/03/2021,"$3,948 ",120,
Karlen McCaffrey,Canada,85% Dark Bars,15/03/2021,$56 ,770,
Karlen McCaffrey,Australia,Smooth Sliky Salty,15/03/2021,"$11,578 ",3,
Brien Boise,UK,Eclairs,15/03/2021,"$3,822 ",238,
Jan Morforth,India,Baker's Choco Chips,15/03/2021,"$1,995 ",147,
Ches Bonnell,USA,Choco Coated Almonds,15/03/2021,"$7,175 ",141,
Beverie Moffet,Australia,99% Dark & Pure,15/03/2021,$70 ,36,
Andria Kimpton,USA,Caramel Stuffed Bars,15/03/2021,"$15,393 ",454,
Gigi Bohling,New Zealand,85% Dark Bars,15/03/2021,"$14,294 ",399,
Andria Kimpton,India,Smooth Sliky Salty,15/03/2021,$336 ,269,
Barr Faughny,Canada,Spicy Special Slims,15/03/2021,"$5,677 ",362,
Dennison Crosswaite,Australia,Almond Choco,15/03/2021,"$3,045 ",94,
Beverie Moffet,UK,Smooth Sliky Salty,15/03/2021,"$6,335 ",15,
Jan Morforth,Australia,Organic Choco Syrup,15/03/2021,"$1,043 ",266,
Curtice Advani,UK,Organic Choco Syrup,15/03/2021,"$6,902 ",383,
Husein Augar,Australia,Eclairs,15/03/2021,"$8,337 ",684,
Curtice Advani,India,Manuka Honey Choco,15/03/2021,"$1,596 ",259,
Andria Kimpton,New Zealand,Peanut Butter Cubes,15/03/2021,"$6,552 ",207,
Dotty Strutley,New Zealand,85% Dark Bars,15/03/2021,$931 ,83,
Rafaelita Blaksland,New Zealand,Fruit & Nut Bars,15/03/2021,"$1,106 ",259,
Brien Boise,Canada,White Choc,15/03/2021,"$5,663 ",21,
Brien Boise,Australia,Mint Chip Choco,15/03/2021,"$2,898 ",147,
Jan Morforth,Australia,Milk Bars,15/03/2021,"$3,542 ",244,
Gigi Bohling,Australia,Mint Chip Choco,15/03/2021,"$8,127 ",32,
Oby Sorrel,UK,Mint Chip Choco,15/03/2021,"$14,371 ",129,
Andria Kimpton,India,Spicy Special Slims,15/03/2021,"$4,095 ",38,
Madelene Upcott,USA,Caramel Stuffed Bars,15/03/2021,"$9,996 ",22,
Marney O'Breen,UK,After Nines,15/03/2021,$56 ,581,
Beverie Moffet,New Zealand,99% Dark & Pure,15/03/2021,"$7,189 ",21,
Andria Kimpton,UK,After Nines,15/03/2021,$665 ,421,
Brien Boise,UK,Peanut Butter Cubes,15/03/2021,"$3,794 ",81,
Barr Faughny,New Zealand,99% Dark & Pure,15/03/2021,"$1,001 ",336,
Husein Augar,India,Manuka Honey Choco,15/03/2021,"$9,583 ",503,
Wilone O'Kielt,New Zealand,Mint Chip Choco,15/03/2021,"$1,351 ",68,
Karlen McCaffrey,UK,After Nines,15/03/2021,"$8,302 ",437,
Jan Morforth,India,50% Dark Bites,15/03/2021,"$5,509 ",197,
Van Tuxwell,Canada,Manuka Honey Choco,15/03/2021,$77 ,5,
Wilone O'Kielt,India,Smooth Sliky Salty,15/03/2021,"$13,881 ",1190,
Dennison Crosswaite,Canada,Orange Choco,15/03/2021,"$9,219 ",461,
Curtice Advani,UK,Raspberry Choco,15/03/2021,"$2,254 ",251,
Van Tuxwell,USA,Spicy Special Slims,15/03/2021,"$1,582 ",64,
Rafaelita Blaksland,India,85% Dark Bars,15/03/2021,"$3,283 ",253,
Camilla Castle,USA,Manuka Honey Choco,15/03/2021,"$2,212 ",148,
Barr Faughny,USA,50% Dark Bites,15/03/2021,"$5,250 ",175,
Camilla Castle,New Zealand,Peanut Butter Cubes,15/03/2021,"$1,274 ",98,
Kelci Walkden,New Zealand,Baker's Choco Chips,16/03/2021,"$1,575 ",695,
Dennison Crosswaite,New Zealand,Raspberry Choco,16/03/2021,"$4,984 ",600,
Oby Sorrel,UK,Almond Choco,16/03/2021,"$5,264 ",9,
Oby Sorrel,India,Orange Choco,16/03/2021,"$4,571 ",770,
Barr Faughny,UK,Manuka Honey Choco,16/03/2021,"$2,758 ",417,
Karlen McCaffrey,Australia,99% Dark & Pure,16/03/2021,"$13,629 ",180,
Karlen McCaffrey,Australia,Organic Choco Syrup,16/03/2021,"$9,555 ",493,
Rafaelita Blaksland,Canada,70% Dark Bites,16/03/2021,"$4,207 ",249,
Brien Boise,India,Raspberry Choco,16/03/2021,"$6,279 ",429,
Beverie Moffet,India,99% Dark & Pure,16/03/2021,"$6,279 ",325,
Wilone O'Kielt,India,Drinking Coco,16/03/2021,$882 ,144,
Barr Faughny,UK,Drinking Coco,16/03/2021,"$3,451 ",511,
Barr Faughny,Canada,Fruit & Nut Bars,16/03/2021,"$2,212 ",143,
Ches Bonnell,New Zealand,Caramel Stuffed Bars,16/03/2021,"$13,566 ",143,
Dennison Crosswaite,New Zealand,Drinking Coco,16/03/2021,"$2,884 ",493,
Marney O'Breen,New Zealand,70% Dark Bites,16/03/2021,"$8,232 ",139,
Jan Morforth,USA,Caramel Stuffed Bars,16/03/2021,"$4,081 ",231,
Curtice Advani,India,Baker's Choco Chips,16/03/2021,"$4,599 ",158,
Dotty Strutley,Australia,Choco Coated Almonds,16/03/2021,"$8,568 ",148,
Brien Boise,India,99% Dark & Pure,16/03/2021,"$10,801 ",192,
Brien Boise,India,Drinking Coco,16/03/2021,"$2,268 ",149,
Brien Boise,India,Caramel Stuffed Bars,16/03/2021,"$1,057 ",444,
Ches Bonnell,USA,99% Dark & Pure,16/03/2021,"$1,316 ",143,
Brien Boise,USA,Milk Bars,16/03/2021,"$8,057 ",538,
Gigi Bohling,UK,White Choc,16/03/2021,"$6,524 ",383,
Madelene Upcott,India,Drinking Coco,16/03/2021,"$3,570 ",309,
Ches Bonnell,UK,Mint Chip Choco,16/03/2021,"$3,535 ",199,
Kelci Walkden,USA,Mint Chip Choco,16/03/2021,"$1,687 ",121,
Beverie Moffet,New Zealand,85% Dark Bars,16/03/2021,"$8,988 ",37,
Barr Faughny,New Zealand,Eclairs,16/03/2021,"$3,689 ",980,
Kaine Padly,UK,Baker's Choco Chips,16/03/2021,"$3,948 ",280,
Mallorie Waber,Canada,Milk Bars,16/03/2021,$574 ,25,
Husein Augar,Australia,70% Dark Bites,16/03/2021,"$8,729 ",324,
Roddy Speechley,UK,70% Dark Bites,16/03/2021,"$9,751 ",315,
Andria Kimpton,Canada,85% Dark Bars,17/03/2021,"$5,075 ",770,
Gunar Cockshoot,Canada,99% Dark & Pure,17/03/2021,"$7,987 ",159,
Marney O'Breen,USA,Choco Coated Almonds,17/03/2021,$847 ,1,
Barr Faughny,Canada,Manuka Honey Choco,17/03/2021,"$2,555 ",153,
Dennison Crosswaite,India,Peanut Butter Cubes,17/03/2021,"$5,761 ",165,
Ches Bonnell,UK,Manuka Honey Choco,17/03/2021,"$2,947 ",405,
Kelci Walkden,UK,Raspberry Choco,17/03/2021,"$1,302 ",532,
Gigi Bohling,USA,Orange Choco,17/03/2021,$273 ,40,
Karlen McCaffrey,UK,99% Dark & Pure,17/03/2021,"$1,106 ",233,
Wilone O'Kielt,USA,Organic Choco Syrup,17/03/2021,"$4,732 ",840,
Kaine Padly,India,Manuka Honey Choco,17/03/2021,"$6,839 ",87,
Oby Sorrel,Australia,Peanut Butter Cubes,17/03/2021,$903 ,377,
Kaine Padly,Australia,Fruit & Nut Bars,17/03/2021,"$6,027 ",45,
Andria Kimpton,UK,Milk Bars,17/03/2021,"$6,811 ",254,
Oby Sorrel,USA,Manuka Honey Choco,17/03/2021,"$6,223 ",346,
Camilla Castle,New Zealand,85% Dark Bars,17/03/2021,$448 ,56,
Andria Kimpton,Australia,Manuka Honey Choco,17/03/2021,"$11,690 ",770,
Andria Kimpton,New Zealand,50% Dark Bites,17/03/2021,"$7,462 ",311,
Rafaelita Blaksland,Canada,Manuka Honey Choco,17/03/2021,"$7,434 ",438,
Dennison Crosswaite,New Zealand,Spicy Special Slims,17/03/2021,"$10,388 ",385,
Wilone O'Kielt,India,Choco Coated Almonds,17/03/2021,$917 ,29,
Gigi Bohling,UK,Manuka Honey Choco,17/03/2021,"$5,656 ",378,
Kaine Padly,New Zealand,Baker's Choco Chips,17/03/2021,"$1,344 ",50,
Gigi Bohling,Canada,70% Dark Bites,17/03/2021,$154 ,6,
Barr Faughny,New Zealand,Spicy Special Slims,17/03/2021,"$9,401 ",314,
Andria Kimpton,UK,Milk Bars,17/03/2021,"$3,899 ",244,
Ches Bonnell,New Zealand,Drinking Coco,18/03/2021,"$3,948 ",80,
Curtice Advani,New Zealand,50% Dark Bites,18/03/2021,"$10,598 ",365,
Beverie Moffet,Australia,Almond Choco,18/03/2021,"$9,219 ",79,
Gunar Cockshoot,Australia,Smooth Sliky Salty,18/03/2021,"$2,072 ",259,
Gunar Cockshoot,Canada,50% Dark Bites,18/03/2021,"$2,541 ",295,
Barr Faughny,Australia,85% Dark Bars,18/03/2021,"$6,405 ",70,
Gigi Bohling,New Zealand,Milk Bars,18/03/2021,"$5,803 ",82,
Beverie Moffet,India,85% Dark Bars,18/03/2021,"$12,775 ",69,
Jan Morforth,USA,Eclairs,18/03/2021,"$5,698 ",74,
Dennison Crosswaite,USA,Orange Choco,18/03/2021,"$13,153 ",506,
Gunar Cockshoot,Australia,Raspberry Choco,18/03/2021,"$5,537 ",265,
Rafaelita Blaksland,UK,Mint Chip Choco,18/03/2021,"$4,634 ",501,
Karlen McCaffrey,Canada,Eclairs,18/03/2021,"$4,060 ",659,
Dotty Strutley,Canada,70% Dark Bites,18/03/2021,$826 ,27,
Ches Bonnell,Canada,Orange Choco,18/03/2021,"$2,807 ",166,
Gunar Cockshoot,India,Organic Choco Syrup,18/03/2021,"$6,153 ",199,
Roddy Speechley,UK,99% Dark & Pure,18/03/2021,"$5,026 ",252,
Kelci Walkden,Australia,Drinking Coco,18/03/2021,$735 ,24,
Oby Sorrel,Australia,99% Dark & Pure,18/03/2021,"$5,033 ",265,
Marney O'Breen,India,Orange Choco,18/03/2021,"$6,321 ",452,
Mallorie Waber,USA,50% Dark Bites,18/03/2021,"$2,541 ",91,
Curtice Advani,UK,After Nines,18/03/2021,"$1,456 ",112,
Mallorie Waber,Canada,Choco Coated Almonds,18/03/2021,"$5,236 ",175,
Wilone O'Kielt,India,Mint Chip Choco,18/03/2021,"$1,162 ",62,
Gigi Bohling,Australia,Eclairs,19/03/2021,"$2,366 ",375,
Madelene Upcott,UK,70% Dark Bites,19/03/2021,$189 ,251,
Kaine Padly,New Zealand,99% Dark & Pure,19/03/2021,"$12,628 ",76,
Gigi Bohling,New Zealand,50% Dark Bites,19/03/2021,"$4,207 ",391,
Marney O'Breen,UK,Caramel Stuffed Bars,19/03/2021,"$6,916 ",34,
Gigi Bohling,Australia,Choco Coated Almonds,19/03/2021,"$2,142 ",168,
Karlen McCaffrey,UK,White Choc,19/03/2021,"$4,403 ",166,
Rafaelita Blaksland,India,Choco Coated Almonds,19/03/2021,"$3,556 ",136,
Marney O'Breen,UK,Organic Choco Syrup,19/03/2021,"$8,974 ",522,
Barr Faughny,UK,Raspberry Choco,19/03/2021,"$2,072 ",465,
Husein Augar,UK,Mint Chip Choco,19/03/2021,"$15,113 ",117,
Dennison Crosswaite,India,Spicy Special Slims,19/03/2021,"$9,604 ",428,
Kaine Padly,India,White Choc,19/03/2021,"$5,285 ",659,
Ches Bonnell,New Zealand,Milk Bars,19/03/2021,"$4,298 ",423,
Gunar Cockshoot,India,50% Dark Bites,19/03/2021,"$6,601 ",262,
Ches Bonnell,India,Drinking Coco,19/03/2021,"$6,727 ",172,
Oby Sorrel,USA,85% Dark Bars,19/03/2021,"$12,488 ",232,
Kelci Walkden,India,Caramel Stuffed Bars,19/03/2021,"$4,228 ",283,
Madelene Upcott,USA,99% Dark & Pure,19/03/2021,"$9,303 ",161,
Dotty Strutley,New Zealand,Choco Coated Almonds,19/03/2021,"$10,934 ",373,
Jan Morforth,Canada,After Nines,19/03/2021,"$6,356 ",606,
Rafaelita Blaksland,India,Organic Choco Syrup,19/03/2021,"$5,509 ",272,
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,19/03/2021,"$25,984 ",97,
Ches Bonnell,New Zealand,Orange Choco,19/03/2021,"$3,871 ",286,
Brien Boise,New Zealand,Manuka Honey Choco,19/03/2021,"$1,715 ",622,
Wilone O'Kielt,USA,Manuka Honey Choco,19/03/2021,$609 ,496,
Dennison Crosswaite,New Zealand,Spicy Special Slims,19/03/2021,"$1,757 ",1400,
Marney O'Breen,USA,Baker's Choco Chips,19/03/2021,"$2,667 ",371,
Jan Morforth,Australia,Peanut Butter Cubes,19/03/2021,$917 ,215,
Dennison Crosswaite,USA,Drinking Coco,19/03/2021,"$4,130 ",173,
Madelene Upcott,Australia,Choco Coated Almonds,19/03/2021,"$2,786 ",88,
Gigi Bohling,India,White Choc,19/03/2021,"$10,171 ",1050,
Curtice Advani,India,Baker's Choco Chips,19/03/2021,$224 ,9,
Madelene Upcott,UK,85% Dark Bars,19/03/2021,"$3,696 ",411,
Beverie Moffet,India,Peanut Butter Cubes,19/03/2021,"$1,813 ",363,
Jan Morforth,UK,Caramel Stuffed Bars,19/03/2021,"$6,328 ",373,
Beverie Moffet,New Zealand,Caramel Stuffed Bars,19/03/2021,"$6,797 ",358,
Ches Bonnell,Australia,Mint Chip Choco,22/03/2021,"$4,137 ",93,
Ches Bonnell,Australia,Orange Choco,22/03/2021,"$3,283 ",70,
Rafaelita Blaksland,New Zealand,Spicy Special Slims,22/03/2021,"$5,439 ",840,
Oby Sorrel,UK,Raspberry Choco,22/03/2021,"$10,381 ",76,
Gunar Cockshoot,India,70% Dark Bites,22/03/2021,"$4,060 ",142,
Wilone O'Kielt,USA,Smooth Sliky Salty,22/03/2021,"$2,065 ",132,
Kaine Padly,New Zealand,Fruit & Nut Bars,22/03/2021,"$13,951 ",66,
Dotty Strutley,New Zealand,After Nines,22/03/2021,"$7,546 ",106,
Beverie Moffet,New Zealand,Almond Choco,22/03/2021,"$1,197 ",588,
Beverie Moffet,UK,Drinking Coco,22/03/2021,$21 ,412,
Kelci Walkden,India,99% Dark & Pure,22/03/2021,$763 ,198,
Kaine Padly,New Zealand,Peanut Butter Cubes,22/03/2021,"$2,114 ",335,
Madelene Upcott,UK,Raspberry Choco,22/03/2021,"$1,414 ",118,
Ches Bonnell,India,85% Dark Bars,22/03/2021,$623 ,283,
Husein Augar,Australia,White Choc,22/03/2021,"$8,610 ",186,
Beverie Moffet,USA,Spicy Special Slims,22/03/2021,"$3,262 ",50,
Curtice Advani,India,99% Dark & Pure,22/03/2021,"$1,505 ",314,
Kaine Padly,New Zealand,Spicy Special Slims,22/03/2021,"$16,646 ",327,
Ches Bonnell,India,Caramel Stuffed Bars,22/03/2021,"$12,306 ",141,
Oby Sorrel,India,99% Dark & Pure,22/03/2021,"$9,345 ",63,
Brien Boise,Canada,Mint Chip Choco,22/03/2021,"$8,176 ",22,
Brien Boise,New Zealand,Caramel Stuffed Bars,22/03/2021,"$3,927 ",64,
Madelene Upcott,USA,50% Dark Bites,22/03/2021,$252 ,72,
Marney O'Breen,India,Drinking Coco,22/03/2021,"$16,149 ",9,
Brien Boise,New Zealand,Peanut Butter Cubes,22/03/2021,"$2,065 ",259,
Mallorie Waber,New Zealand,Manuka Honey Choco,22/03/2021,"$6,153 ",362,
Barr Faughny,India,85% Dark Bars,22/03/2021,"$1,932 ",194,
Jehu Rudeforth,Australia,Orange Choco,22/03/2021,$70 ,4,
Ches Bonnell,Canada,Smooth Sliky Salty,22/03/2021,$455 ,46,
Madelene Upcott,New Zealand,Baker's Choco Chips,22/03/2021,"$7,203 ",267,
Kaine Padly,New Zealand,Peanut Butter Cubes,22/03/2021,"$7,784 ",1120,
Mallorie Waber,New Zealand,Drinking Coco,22/03/2021,"$7,154 ",276,
Kelci Walkden,India,Manuka Honey Choco,23/03/2021,"$6,328 ",770,
Wilone O'Kielt,India,85% Dark Bars,23/03/2021,"$2,289 ",68,
Madelene Upcott,New Zealand,Baker's Choco Chips,23/03/2021,"$1,953 ",486,
Kelci Walkden,Canada,50% Dark Bites,23/03/2021,"$7,518 ",130,
Oby Sorrel,India,Peanut Butter Cubes,23/03/2021,"$3,234 ",248,
Dotty Strutley,India,Eclairs,23/03/2021,"$4,123 ",356,
Andria Kimpton,New Zealand,Spicy Special Slims,23/03/2021,"$7,665 ",133,
Gunar Cockshoot,Australia,Baker's Choco Chips,23/03/2021,"$3,563 ",666,
Marney O'Breen,Canada,Caramel Stuffed Bars,23/03/2021,$644 ,51,
Karlen McCaffrey,Australia,Spicy Special Slims,23/03/2021,$875 ,1120,
Curtice Advani,New Zealand,White Choc,23/03/2021,$245 ,34,
Barr Faughny,UK,Eclairs,23/03/2021,"$1,295 ",55,
Jan Morforth,India,Almond Choco,23/03/2021,"$1,904 ",527,
Gigi Bohling,Canada,Mint Chip Choco,23/03/2021,"$12,642 ",216,
Madelene Upcott,India,Milk Bars,23/03/2021,"$6,804 ",345,
Kelci Walkden,UK,Baker's Choco Chips,23/03/2021,$826 ,40,
Oby Sorrel,UK,Milk Bars,23/03/2021,$406 ,17,
Andria Kimpton,Canada,50% Dark Bites,23/03/2021,"$2,436 ",91,
Dotty Strutley,USA,99% Dark & Pure,23/03/2021,"$7,994 ",421,
Barr Faughny,New Zealand,Organic Choco Syrup,23/03/2021,"$5,033 ",153,
Brien Boise,USA,Caramel Stuffed Bars,23/03/2021,"$16,660 ",770,
Curtice Advani,USA,Organic Choco Syrup,23/03/2021,"$16,394 ",566,
Mallorie Waber,UK,Caramel Stuffed Bars,23/03/2021,$168 ,7,
Beverie Moffet,India,Manuka Honey Choco,23/03/2021,"$15,225 ",770,
Dotty Strutley,Australia,70% Dark Bites,23/03/2021,"$3,661 ",147,
Gigi Bohling,India,Organic Choco Syrup,24/03/2021,"$3,171 ",910,
Brien Boise,India,Fruit & Nut Bars,24/03/2021,"$2,198 ",83,
Curtice Advani,Australia,Choco Coated Almonds,24/03/2021,"$7,245 ",185,
Brien Boise,USA,White Choc,24/03/2021,"$4,235 ",604,
Gigi Bohling,USA,Milk Bars,24/03/2021,$595 ,452,
Gigi Bohling,Australia,Caramel Stuffed Bars,24/03/2021,"$2,954 ",269,
Wilone O'Kielt,Australia,Almond Choco,24/03/2021,"$10,262 ",294,
Brien Boise,UK,Almond Choco,24/03/2021,"$6,482 ",353,
Dennison Crosswaite,India,50% Dark Bites,24/03/2021,"$1,953 ",287,
Dennison Crosswaite,UK,Drinking Coco,24/03/2021,"$3,073 ",49,
Curtice Advani,Canada,Mint Chip Choco,24/03/2021,"$2,436 ",385,
Andria Kimpton,Canada,Smooth Sliky Salty,24/03/2021,$686 ,306,
Kelci Walkden,New Zealand,Almond Choco,24/03/2021,"$4,235 ",46,
Kaine Padly,Canada,Manuka Honey Choco,24/03/2021,"$2,891 ",467,
Marney O'Breen,Australia,Eclairs,24/03/2021,"$4,823 ",559,
Barr Faughny,Australia,Eclairs,24/03/2021,"$12,054 ",217,
Beverie Moffet,USA,Drinking Coco,24/03/2021,"$1,981 ",154,
Dotty Strutley,India,Fruit & Nut Bars,24/03/2021,"$8,862 ",187,
Jan Morforth,India,50% Dark Bites,24/03/2021,"$3,416 ",428,
Andria Kimpton,Canada,50% Dark Bites,24/03/2021,"$2,149 ",229,
Ches Bonnell,New Zealand,Fruit & Nut Bars,24/03/2021,"$2,443 ",154,
Jehu Rudeforth,USA,Peanut Butter Cubes,24/03/2021,"$1,638 ",273,
Van Tuxwell,India,White Choc,24/03/2021,"$5,607 ",1120,
Andria Kimpton,Canada,Organic Choco Syrup,24/03/2021,"$6,160 ",220,
Jan Morforth,New Zealand,Fruit & Nut Bars,24/03/2021,"$7,945 ",663,
Barr Faughny,India,Eclairs,24/03/2021,"$1,197 ",43,
Van Tuxwell,New Zealand,Drinking Coco,24/03/2021,$756 ,24,
Barr Faughny,New Zealand,Smooth Sliky Salty,24/03/2021,"$3,178 ",245,
Husein Augar,Australia,Milk Bars,24/03/2021,"$2,772 ",164,
Jan Morforth,India,Raspberry Choco,25/03/2021,$574 ,303,
Kelci Walkden,USA,After Nines,25/03/2021,"$8,309 ",149,
Marney O'Breen,UK,Baker's Choco Chips,25/03/2021,"$5,208 ",174,
Jan Morforth,Canada,Caramel Stuffed Bars,25/03/2021,$168 ,91,
Jan Morforth,Canada,Baker's Choco Chips,25/03/2021,"$1,778 ",160,
Oby Sorrel,New Zealand,Milk Bars,25/03/2021,"$7,063 ",355,
Marney O'Breen,USA,Orange Choco,25/03/2021,"$8,918 ",690,
Dotty Strutley,Australia,Milk Bars,25/03/2021,"$4,613 ",144,
Rafaelita Blaksland,Canada,Baker's Choco Chips,25/03/2021,$560 ,57,
Marney O'Breen,UK,Almond Choco,25/03/2021,"$5,495 ",220,
Madelene Upcott,Canada,White Choc,25/03/2021,"$5,096 ",700,
Roddy Speechley,India,Baker's Choco Chips,25/03/2021,"$7,889 ",304,
Husein Augar,New Zealand,Eclairs,25/03/2021,$805 ,29,
Wilone O'Kielt,New Zealand,Peanut Butter Cubes,25/03/2021,"$9,639 ",1400,
Marney O'Breen,India,Eclairs,25/03/2021,"$10,913 ",377,
Wilone O'Kielt,New Zealand,50% Dark Bites,25/03/2021,"$2,324 ",93,
Brien Boise,New Zealand,After Nines,25/03/2021,"$3,598 ",225,
Brien Boise,Canada,Almond Choco,25/03/2021,"$5,509 ",221,
Marney O'Breen,Canada,Fruit & Nut Bars,25/03/2021,"$3,997 ",223,
Brien Boise,USA,Almond Choco,26/03/2021,"$10,808 ",184,
Wilone O'Kielt,India,Spicy Special Slims,26/03/2021,$315 ,1260,
Curtice Advani,New Zealand,Eclairs,26/03/2021,"$2,702 ",124,
Marney O'Breen,India,Baker's Choco Chips,26/03/2021,"$7,539 ",340,
Gigi Bohling,Australia,70% Dark Bites,26/03/2021,"$2,065 ",453,
Curtice Advani,Australia,99% Dark & Pure,26/03/2021,$336 ,244,
Husein Augar,USA,After Nines,26/03/2021,"$8,162 ",207,
Ches Bonnell,Canada,Smooth Sliky Salty,26/03/2021,"$1,848 ",18,
Barr Faughny,Canada,Choco Coated Almonds,26/03/2021,$35 ,83,
Kelci Walkden,Australia,Caramel Stuffed Bars,26/03/2021,"$3,199 ",166,
Karlen McCaffrey,USA,Milk Bars,26/03/2021,"$8,393 ",524,
Andria Kimpton,New Zealand,Drinking Coco,26/03/2021,"$5,516 ",182,
Madelene Upcott,New Zealand,Almond Choco,26/03/2021,"$4,879 ",146,
Barr Faughny,USA,Choco Coated Almonds,26/03/2021,"$3,129 ",150,
Gunar Cockshoot,USA,Milk Bars,26/03/2021,"$14,119 ",275,
Andria Kimpton,UK,Peanut Butter Cubes,26/03/2021,$119 ,149,
Beverie Moffet,India,Mint Chip Choco,26/03/2021,"$10,017 ",381,
Gigi Bohling,Australia,Fruit & Nut Bars,26/03/2021,"$9,065 ",840,
Marney O'Breen,New Zealand,Almond Choco,26/03/2021,"$2,555 ",107,
Ches Bonnell,India,Milk Bars,26/03/2021,"$5,082 ",318,
Marney O'Breen,India,Manuka Honey Choco,26/03/2021,"$6,657 ",333,
Kelci Walkden,USA,85% Dark Bars,26/03/2021,"$1,827 ",183,
Brien Boise,Canada,Caramel Stuffed Bars,29/03/2021,"$6,580 ",43,
Oby Sorrel,Australia,White Choc,29/03/2021,"$6,419 ",198,
Oby Sorrel,New Zealand,After Nines,29/03/2021,"$9,730 ",175,
Curtice Advani,USA,99% Dark & Pure,29/03/2021,"$5,845 ",248,
Kelci Walkden,USA,Manuka Honey Choco,29/03/2021,"$3,206 ",644,
Curtice Advani,Australia,Manuka Honey Choco,29/03/2021,"$1,316 ",55,
Karlen McCaffrey,USA,99% Dark & Pure,29/03/2021,"$9,660 ",460,
Kaine Padly,Canada,Mint Chip Choco,29/03/2021,"$6,405 ",321,
Curtice Advani,New Zealand,Orange Choco,29/03/2021,"$1,568 ",98,
Beverie Moffet,Canada,99% Dark & Pure,30/03/2021,"$1,064 ",64,
Madelene Upcott,Australia,Almond Choco,30/03/2021,"$6,237 ",205,
Gigi Bohling,USA,Drinking Coco,30/03/2021,"$11,130 ",152,
Rafaelita Blaksland,Australia,Fruit & Nut Bars,30/03/2021,"$8,043 ",140,
Ches Bonnell,Canada,Milk Bars,30/03/2021,"$2,618 ",371,
Husein Augar,Australia,Manuka Honey Choco,30/03/2021,"$9,527 ",555,
